test_data_id,profit_per_user,model_size,module_count,topology_degree,bandwidth,gpu_cost,memory_cost,bandwidth_cost,computation_ability,memory_ability,multi_func_error,single_func_error,multi_func_min_cost_cost,multi_func_min_cost_deploy_cost,multi_func_min_cost_comm_cost,multi_func_min_cost_profit,multi_func_min_cost_users,multi_func_profit_cost,multi_func_profit_deploy_cost,multi_func_profit_comm_cost,multi_func_profit_profit,multi_func_profit_users,multi_func_worst_profit_cost,multi_func_worst_profit_deploy_cost,multi_func_worst_profit_comm_cost,multi_func_worst_profit_profit,multi_func_worst_profit_users,multi_func_max_users_cost,multi_func_max_users_deploy_cost,multi_func_max_users_comm_cost,multi_func_max_users_profit,multi_func_max_users_users,single_func_cost,single_func_deploy_cost,single_func_comm_cost,single_func_profit,single_func_users
729,400,13000000000,2,5,100,0.004,0.001,0.1,24000,20000,无法找到有效的多功能部署方案,无法找到有效的单功能部署方案,,,,,,,,,,,,,,,,,,,,,,,,,
712,200,13000000000,2,5,100,0.004,0.001,0.1,22000,75000,,,154.0,154.0,0.0,184.46153846153845,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,301.79487179487177,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-608.1025641025641,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,301.79487179487177,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,301.79487179487177,2.8205128205128207
709,350,13000000000,2,5,100,0.004,0.001,0.1,22000,70000,,,154.0,154.0,0.0,438.30769230769226,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,724.8717948717949,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-185.02564102564088,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,724.8717948717949,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,724.8717948717949,2.8205128205128207
718,350,13000000000,2,5,100,0.004,0.001,0.1,22000,75000,,,154.0,154.0,0.0,438.30769230769226,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,724.8717948717949,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-185.02564102564088,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,724.8717948717949,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,724.8717948717949,2.8205128205128207
717,325,13000000000,2,5,100,0.004,0.001,0.1,22000,75000,,,154.0,154.0,0.0,396.0,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,654.3589743589744,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-255.53846153846143,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,654.3589743589744,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,654.3589743589744,2.8205128205128207
711,400,13000000000,2,5,100,0.004,0.001,0.1,22000,70000,,,154.0,154.0,0.0,522.9230769230769,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,865.8974358974358,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-44.0,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,865.8974358974358,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,865.8974358974358,2.8205128205128207
719,375,13000000000,2,5,100,0.004,0.001,0.1,22000,75000,,,154.0,154.0,0.0,480.61538461538464,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,795.3846153846155,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-114.51282051282033,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,795.3846153846155,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,795.3846153846155,2.8205128205128207
720,400,13000000000,2,5,100,0.004,0.001,0.1,22000,75000,,,154.0,154.0,0.0,522.9230769230769,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,865.8974358974358,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-44.0,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,865.8974358974358,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,865.8974358974358,2.8205128205128207
715,275,13000000000,2,5,100,0.004,0.001,0.1,22000,75000,,,154.0,154.0,0.0,311.38461538461536,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,513.3333333333335,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-396.5641025641024,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,513.3333333333335,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,513.3333333333335,2.8205128205128207
716,300,13000000000,2,5,100,0.004,0.001,0.1,22000,75000,,,154.0,154.0,0.0,353.6923076923077,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,583.8461538461538,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-326.051282051282,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,583.8461538461538,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,583.8461538461538,2.8205128205128207
714,250,13000000000,2,5,100,0.004,0.001,0.1,22000,75000,,,154.0,154.0,0.0,269.0769230769231,1.6923076923076923,262.3076923076923,256.6666666666667,5.641025641025641,442.8205128205129,2.8205128205128207,1172.2051282051282,1144.0,28.205128205128208,-467.076923076923,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,442.8205128205129,2.8205128205128207,262.3076923076923,256.6666666666667,5.641025641025641,442.8205128205129,2.8205128205128207
730,200,13000000000,2,5,100,0.004,0.001,0.1,24000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,109.74358974358975,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,109.74358974358975,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-221.12820512820517,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,109.74358974358975,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,109.74358974358975,1.0256410256410255
733,275,13000000000,2,5,100,0.004,0.001,0.1,24000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,186.66666666666669,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,186.66666666666669,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-144.20512820512823,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,186.66666666666669,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,186.66666666666669,1.0256410256410255
732,250,13000000000,2,5,100,0.004,0.001,0.1,24000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,161.02564102564105,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,161.02564102564105,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-169.84615384615387,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,161.02564102564105,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,161.02564102564105,1.0256410256410255
734,300,13000000000,2,5,100,0.004,0.001,0.1,24000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,212.30769230769232,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,212.30769230769232,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-118.5641025641026,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,212.30769230769232,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,212.30769230769232,1.0256410256410255
735,325,13000000000,2,5,100,0.004,0.001,0.1,24000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,237.94871794871796,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,237.94871794871796,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-92.92307692307696,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,237.94871794871796,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,237.94871794871796,1.0256410256410255
731,225,13000000000,2,5,100,0.004,0.001,0.1,24000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,135.3846153846154,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,135.3846153846154,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-195.48717948717953,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,135.3846153846154,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,135.3846153846154,1.0256410256410255
738,400,13000000000,2,5,100,0.004,0.001,0.1,24000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,314.87179487179486,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,314.87179487179486,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-16.000000000000057,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,314.87179487179486,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,314.87179487179486,1.0256410256410255
739,200,13000000000,2,5,100,0.004,0.001,0.1,24000,36000,,,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-331.6923076923076,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385
744,325,13000000000,2,5,100,0.004,0.001,0.1,24000,36000,,,143.07692307692307,140.0,3.076923076923077,356.9230769230769,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,356.9230769230769,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-139.38461538461536,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,356.9230769230769,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,356.9230769230769,1.5384615384615385
736,350,13000000000,2,5,100,0.004,0.001,0.1,24000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,263.5897435897436,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,263.5897435897436,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-67.28205128205133,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,263.5897435897436,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,263.5897435897436,1.0256410256410255
742,275,13000000000,2,5,100,0.004,0.001,0.1,24000,36000,,,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-216.30769230769226,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385
743,300,13000000000,2,5,100,0.004,0.001,0.1,24000,36000,,,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-177.8461538461538,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385
746,375,13000000000,2,5,100,0.004,0.001,0.1,24000,36000,,,143.07692307692307,140.0,3.076923076923077,433.8461538461538,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,433.8461538461538,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-62.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,433.8461538461538,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,433.8461538461538,1.5384615384615385
741,250,13000000000,2,5,100,0.004,0.001,0.1,24000,36000,,,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-254.76923076923072,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385
745,350,13000000000,2,5,100,0.004,0.001,0.1,24000,36000,,,143.07692307692307,140.0,3.076923076923077,395.38461538461536,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,395.38461538461536,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-100.9230769230769,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,395.38461538461536,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,395.38461538461536,1.5384615384615385
747,400,13000000000,2,5,100,0.004,0.001,0.1,24000,36000,,,143.07692307692307,140.0,3.076923076923077,472.3076923076924,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,472.3076923076924,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-23.999999999999886,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,472.3076923076924,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,472.3076923076924,1.5384615384615385
740,225,13000000000,2,5,100,0.004,0.001,0.1,24000,36000,,,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-293.23076923076917,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385
737,375,13000000000,2,5,100,0.004,0.001,0.1,24000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,289.2307692307692,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,289.2307692307692,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-41.64102564102569,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,289.2307692307692,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,289.2307692307692,1.0256410256410255
748,200,13000000000,2,5,100,0.004,0.001,0.1,24000,40000,,,93.33333333333331,93.33333333333331,0.0,111.7948717948718,1.0256410256410255,158.97435897435895,155.55555555555554,3.4188034188034186,182.9059829059829,1.7094017094017093,710.4273504273503,693.3333333333333,17.094017094017094,-368.5470085470085,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,182.9059829059829,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,182.9059829059829,1.7094017094017093
749,225,13000000000,2,5,100,0.004,0.001,0.1,24000,40000,,,93.33333333333331,93.33333333333331,0.0,137.43589743589743,1.0256410256410255,158.97435897435895,155.55555555555554,3.4188034188034186,225.64102564102564,1.7094017094017093,710.4273504273503,693.3333333333333,17.094017094017094,-325.81196581196576,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,225.64102564102564,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,225.64102564102564,1.7094017094017093
753,325,13000000000,2,5,100,0.004,0.001,0.1,24000,40000,,,93.33333333333331,93.33333333333331,0.0,240.0,1.0256410256410255,158.97435897435895,155.55555555555554,3.4188034188034186,396.5811965811966,1.7094017094017093,710.4273504273503,693.3333333333333,17.094017094017094,-154.8717948717948,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,396.5811965811966,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,396.5811965811966,1.7094017094017093
752,300,13000000000,2,5,100,0.004,0.001,0.1,24000,40000,,,93.33333333333331,93.33333333333331,0.0,214.35897435897436,1.0256410256410255,158.97435897435895,155.55555555555554,3.4188034188034186,353.84615384615387,1.7094017094017093,710.4273504273503,693.3333333333333,17.094017094017094,-197.60683760683753,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,353.84615384615387,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,353.84615384615387,1.7094017094017093
750,250,13000000000,2,5,100,0.004,0.001,0.1,24000,40000,,,93.33333333333331,93.33333333333331,0.0,163.0769230769231,1.0256410256410255,158.97435897435895,155.55555555555554,3.4188034188034186,268.37606837606836,1.7094017094017093,710.4273504273503,693.3333333333333,17.094017094017094,-283.07692307692304,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,268.37606837606836,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,268.37606837606836,1.7094017094017093
751,275,13000000000,2,5,100,0.004,0.001,0.1,24000,40000,,,93.33333333333331,93.33333333333331,0.0,188.71794871794873,1.0256410256410255,158.97435897435895,155.55555555555554,3.4188034188034186,311.11111111111114,1.7094017094017093,710.4273504273503,693.3333333333333,17.094017094017094,-240.34188034188026,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,311.11111111111114,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,311.11111111111114,1.7094017094017093
755,375,13000000000,2,5,100,0.004,0.001,0.1,24000,40000,,,93.33333333333331,93.33333333333331,0.0,291.28205128205127,1.0256410256410255,158.97435897435895,155.55555555555554,3.4188034188034186,482.05128205128204,1.7094017094017093,710.4273504273503,693.3333333333333,17.094017094017094,-69.40170940170935,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,482.05128205128204,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,482.05128205128204,1.7094017094017093
757,200,13000000000,2,5,100,0.004,0.001,0.1,24000,45000,,,105.0,105.0,0.0,125.76923076923075,1.1538461538461537,178.84615384615384,175.0,3.8461538461538463,205.7692307692308,1.9230769230769231,799.2307692307693,780.0,19.23076923076923,-414.61538461538464,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,205.7692307692308,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,205.7692307692308,1.9230769230769231
754,350,13000000000,2,5,100,0.004,0.001,0.1,24000,40000,,,93.33333333333331,93.33333333333331,0.0,265.64102564102564,1.0256410256410255,158.97435897435895,155.55555555555554,3.4188034188034186,439.3162393162393,1.7094017094017093,710.4273504273503,693.3333333333333,17.094017094017094,-112.13675213675208,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,439.3162393162393,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,439.3162393162393,1.7094017094017093
758,225,13000000000,2,5,100,0.004,0.001,0.1,24000,45000,,,105.0,105.0,0.0,154.61538461538458,1.1538461538461537,178.84615384615384,175.0,3.8461538461538463,253.84615384615384,1.9230769230769231,799.2307692307693,780.0,19.23076923076923,-366.5384615384616,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,253.84615384615384,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,253.84615384615384,1.9230769230769231
756,400,13000000000,2,5,100,0.004,0.001,0.1,24000,40000,,,93.33333333333331,93.33333333333331,0.0,316.9230769230769,1.0256410256410255,158.97435897435895,155.55555555555554,3.4188034188034186,524.7863247863247,1.7094017094017093,710.4273504273503,693.3333333333333,17.094017094017094,-26.66666666666663,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,524.7863247863247,1.7094017094017093,158.97435897435895,155.55555555555554,3.4188034188034186,524.7863247863247,1.7094017094017093
764,375,13000000000,2,5,100,0.004,0.001,0.1,24000,45000,,,105.0,105.0,0.0,327.6923076923077,1.1538461538461537,178.84615384615384,175.0,3.8461538461538463,542.3076923076924,1.9230769230769231,799.2307692307693,780.0,19.23076923076923,-78.0769230769231,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,542.3076923076924,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,542.3076923076924,1.9230769230769231
759,250,13000000000,2,5,100,0.004,0.001,0.1,24000,45000,,,105.0,105.0,0.0,183.46153846153845,1.1538461538461537,178.84615384615384,175.0,3.8461538461538463,301.9230769230769,1.9230769230769231,799.2307692307693,780.0,19.23076923076923,-318.4615384615385,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,301.9230769230769,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,301.9230769230769,1.9230769230769231
765,400,13000000000,2,5,100,0.004,0.001,0.1,24000,45000,,,105.0,105.0,0.0,356.5384615384615,1.1538461538461537,178.84615384615384,175.0,3.8461538461538463,590.3846153846155,1.9230769230769231,799.2307692307693,780.0,19.23076923076923,-30.0,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,590.3846153846155,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,590.3846153846155,1.9230769230769231
766,200,13000000000,2,5,100,0.004,0.001,0.1,24000,50000,,,116.66666666666667,116.66666666666667,0.0,139.74358974358972,1.2820512820512822,198.71794871794873,194.44444444444446,4.273504273504273,228.63247863247864,2.1367521367521367,888.0341880341881,866.6666666666667,21.367521367521366,-460.68376068376074,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,228.63247863247864,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,228.63247863247864,2.1367521367521367
760,275,13000000000,2,5,100,0.004,0.001,0.1,24000,45000,,,105.0,105.0,0.0,212.30769230769226,1.1538461538461537,178.84615384615384,175.0,3.8461538461538463,350.0,1.9230769230769231,799.2307692307693,780.0,19.23076923076923,-270.3846153846155,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,350.0,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,350.0,1.9230769230769231
761,300,13000000000,2,5,100,0.004,0.001,0.1,24000,45000,,,105.0,105.0,0.0,241.15384615384613,1.1538461538461537,178.84615384615384,175.0,3.8461538461538463,398.0769230769231,1.9230769230769231,799.2307692307693,780.0,19.23076923076923,-222.30769230769238,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,398.0769230769231,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,398.0769230769231,1.9230769230769231
762,325,13000000000,2,5,100,0.004,0.001,0.1,24000,45000,,,105.0,105.0,0.0,269.99999999999994,1.1538461538461537,178.84615384615384,175.0,3.8461538461538463,446.1538461538462,1.9230769230769231,799.2307692307693,780.0,19.23076923076923,-174.23076923076928,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,446.1538461538462,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,446.1538461538462,1.9230769230769231
768,250,13000000000,2,5,100,0.004,0.001,0.1,24000,50000,,,116.66666666666667,116.66666666666667,0.0,203.84615384615387,1.2820512820512822,198.71794871794873,194.44444444444446,4.273504273504273,335.47008547008545,2.1367521367521367,888.0341880341881,866.6666666666667,21.367521367521366,-353.8461538461539,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,335.47008547008545,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,335.47008547008545,2.1367521367521367
769,275,13000000000,2,5,100,0.004,0.001,0.1,24000,50000,,,116.66666666666667,116.66666666666667,0.0,235.8974358974359,1.2820512820512822,198.71794871794873,194.44444444444446,4.273504273504273,388.8888888888889,2.1367521367521367,888.0341880341881,866.6666666666667,21.367521367521366,-300.42735042735046,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,388.8888888888889,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,388.8888888888889,2.1367521367521367
763,350,13000000000,2,5,100,0.004,0.001,0.1,24000,45000,,,105.0,105.0,0.0,298.8461538461538,1.1538461538461537,178.84615384615384,175.0,3.8461538461538463,494.2307692307693,1.9230769230769231,799.2307692307693,780.0,19.23076923076923,-126.15384615384619,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,494.2307692307693,1.9230769230769231,178.84615384615384,175.0,3.8461538461538463,494.2307692307693,1.9230769230769231
767,225,13000000000,2,5,100,0.004,0.001,0.1,24000,50000,,,116.66666666666667,116.66666666666667,0.0,171.79487179487182,1.2820512820512822,198.71794871794873,194.44444444444446,4.273504273504273,282.05128205128204,2.1367521367521367,888.0341880341881,866.6666666666667,21.367521367521366,-407.26495726495733,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,282.05128205128204,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,282.05128205128204,2.1367521367521367
770,300,13000000000,2,5,100,0.004,0.001,0.1,24000,50000,,,116.66666666666667,116.66666666666667,0.0,267.94871794871796,1.2820512820512822,198.71794871794873,194.44444444444446,4.273504273504273,442.30769230769226,2.1367521367521367,888.0341880341881,866.6666666666667,21.367521367521366,-247.0085470085471,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,442.30769230769226,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,442.30769230769226,2.1367521367521367
772,350,13000000000,2,5,100,0.004,0.001,0.1,24000,50000,,,116.66666666666667,116.66666666666667,0.0,332.05128205128204,1.2820512820512822,198.71794871794873,194.44444444444446,4.273504273504273,549.1452991452991,2.1367521367521367,888.0341880341881,866.6666666666667,21.367521367521366,-140.1709401709403,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,549.1452991452991,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,549.1452991452991,2.1367521367521367
771,325,13000000000,2,5,100,0.004,0.001,0.1,24000,50000,,,116.66666666666667,116.66666666666667,0.0,300.0,1.2820512820512822,198.71794871794873,194.44444444444446,4.273504273504273,495.7264957264957,2.1367521367521367,888.0341880341881,866.6666666666667,21.367521367521366,-193.58974358974365,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,495.7264957264957,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,495.7264957264957,2.1367521367521367
773,375,13000000000,2,5,100,0.004,0.001,0.1,24000,50000,,,116.66666666666667,116.66666666666667,0.0,364.10256410256414,1.2820512820512822,198.71794871794873,194.44444444444446,4.273504273504273,602.5641025641025,2.1367521367521367,888.0341880341881,866.6666666666667,21.367521367521366,-86.75213675213683,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,602.5641025641025,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,602.5641025641025,2.1367521367521367
774,400,13000000000,2,5,100,0.004,0.001,0.1,24000,50000,,,116.66666666666667,116.66666666666667,0.0,396.15384615384613,1.2820512820512822,198.71794871794873,194.44444444444446,4.273504273504273,655.982905982906,2.1367521367521367,888.0341880341881,866.6666666666667,21.367521367521366,-33.33333333333337,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,655.982905982906,2.1367521367521367,198.71794871794873,194.44444444444446,4.273504273504273,655.982905982906,2.1367521367521367
776,225,13000000000,2,5,100,0.004,0.001,0.1,24000,60000,,,140.0,140.0,0.0,206.1538461538462,1.5384615384615385,238.46153846153848,233.33333333333334,5.128205128205129,338.46153846153857,2.5641025641025643,1065.6410256410256,1040.0,25.641025641025642,-488.7179487179486,2.5641025641025643,238.46153846153848,233.33333333333334,5.128205128205129,338.46153846153857,2.5641025641025643,238.46153846153848,233.33333333333334,5.128205128205129,338.46153846153857,2.5641025641025643
778,275,13000000000,2,5,100,0.004,0.001,0.1,24000,60000,,,140.0,140.0,0.0,283.0769230769231,1.5384615384615385,238.46153846153848,233.33333333333334,5.128205128205129,466.66666666666674,2.5641025641025643,1065.6410256410256,1040.0,25.641025641025642,-360.51282051282044,2.5641025641025643,238.46153846153848,233.33333333333334,5.128205128205129,466.66666666666674,2.5641025641025643,238.46153846153848,233.33333333333334,5.128205128205129,466.66666666666674,2.5641025641025643
777,250,13000000000,2,5,100,0.004,0.001,0.1,24000,60000,,,140.0,140.0,0.0,244.61538461538464,1.5384615384615385,238.46153846153848,233.33333333333334,5.128205128205129,402.56410256410265,2.5641025641025643,1065.6410256410256,1040.0,25.641025641025642,-424.6153846153845,2.5641025641025643,238.46153846153848,233.33333333333334,5.128205128205129,402.56410256410265,2.5641025641025643,238.46153846153848,233.33333333333334,5.128205128205129,402.56410256410265,2.5641025641025643
775,200,13000000000,2,5,100,0.004,0.001,0.1,24000,60000,,,140.0,140.0,0.0,167.69230769230774,1.5384615384615385,238.46153846153848,233.33333333333334,5.128205128205129,274.35897435897436,2.5641025641025643,1065.6410256410256,1040.0,25.641025641025642,-552.8205128205128,2.5641025641025643,238.46153846153848,233.33333333333334,5.128205128205129,274.35897435897436,2.5641025641025643,238.46153846153848,233.33333333333334,5.128205128205129,274.35897435897436,2.5641025641025643
