test_data_id,profit_per_user,model_size,module_count,topology_degree,bandwidth,gpu_cost,memory_cost,bandwidth_cost,computation_ability,memory_ability,multi_func_error,single_func_error,multi_func_min_cost_cost,multi_func_min_cost_deploy_cost,multi_func_min_cost_comm_cost,multi_func_min_cost_profit,multi_func_min_cost_users,multi_func_profit_cost,multi_func_profit_deploy_cost,multi_func_profit_comm_cost,multi_func_profit_profit,multi_func_profit_users,multi_func_worst_profit_cost,multi_func_worst_profit_deploy_cost,multi_func_worst_profit_comm_cost,multi_func_worst_profit_profit,multi_func_worst_profit_users,multi_func_max_users_cost,multi_func_max_users_deploy_cost,multi_func_max_users_comm_cost,multi_func_max_users_profit,multi_func_max_users_users,single_func_cost,single_func_deploy_cost,single_func_comm_cost,single_func_profit,single_func_users
281,175,13000000000,2,5,100,0.004,0.001,0.1,12000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,84.10256410256412,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,84.10256410256412,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-246.7692307692308,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,84.10256410256412,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,84.10256410256412,1.0256410256410255
249,25,13000000000,2,5,100,0.004,0.001,0.1,10000,75000,,,119.23076923076924,116.66666666666667,2.5641025641025643,-87.17948717948718,1.2820512820512822,119.23076923076924,116.66666666666667,2.5641025641025643,-87.17948717948718,1.2820512820512822,532.8205128205128,520.0,12.820512820512821,-500.7692307692308,1.2820512820512822,119.23076923076924,116.66666666666667,2.5641025641025643,-87.17948717948718,1.2820512820512822,119.23076923076924,116.66666666666667,2.5641025641025643,-87.17948717948718,1.2820512820512822
275,25,13000000000,2,5,100,0.004,0.001,0.1,12000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,-69.74358974358972,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,-69.74358974358972,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-400.61538461538464,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,-69.74358974358972,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,-69.74358974358972,1.0256410256410255
283,225,13000000000,2,5,100,0.004,0.001,0.1,12000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,135.3846153846154,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,135.3846153846154,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-195.48717948717953,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,135.3846153846154,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,135.3846153846154,1.0256410256410255
290,75,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-524.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385
298,275,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-216.30769230769226,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385
297,250,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-254.76923076923072,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385
292,125,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-447.07692307692304,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385
291,100,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-485.5384615384615,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385
296,225,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-293.23076923076917,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385
293,150,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-408.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385
299,300,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-177.8461538461538,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385
303,75,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-524.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385
305,125,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-447.07692307692304,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385
259,275,13000000000,2,5,100,0.004,0.001,0.1,10000,75000,,,119.23076923076924,116.66666666666667,2.5641025641025643,233.33333333333337,1.2820512820512822,119.23076923076924,116.66666666666667,2.5641025641025643,233.33333333333337,1.2820512820512822,532.8205128205128,520.0,12.820512820512821,-180.25641025641022,1.2820512820512822,119.23076923076924,116.66666666666667,2.5641025641025643,233.33333333333337,1.2820512820512822,119.23076923076924,116.66666666666667,2.5641025641025643,233.33333333333337,1.2820512820512822
286,300,13000000000,2,5,100,0.004,0.001,0.1,12000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,212.30769230769232,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,212.30769230769232,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-118.5641025641026,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,212.30769230769232,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,212.30769230769232,1.0256410256410255
308,200,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-331.6923076923076,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385
310,250,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-254.76923076923072,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385
306,150,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-408.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385
311,275,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-216.30769230769226,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385
312,300,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-177.8461538461538,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385
309,225,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-293.23076923076917,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385
307,175,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-370.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385
301,25,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-600.9230769230769,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385
314,25,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-600.9230769230769,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385
313,0,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-639.3846153846154,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385
288,25,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-600.9230769230769,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385
300,0,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-639.3846153846154,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385
318,125,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-447.07692307692304,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385
317,100,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-485.5384615384615,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385
316,75,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-524.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385
289,50,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-562.4615384615385,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385
320,175,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-370.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385
285,275,13000000000,2,5,100,0.004,0.001,0.1,12000,24000,,,95.38461538461536,93.33333333333331,2.051282051282051,186.66666666666669,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,186.66666666666669,1.0256410256410255,426.2564102564103,416.0,10.256410256410255,-144.20512820512823,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,186.66666666666669,1.0256410256410255,95.38461538461536,93.33333333333331,2.051282051282051,186.66666666666669,1.0256410256410255
287,0,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-639.3846153846154,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385
321,200,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-331.6923076923076,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385
326,0,13000000000,2,5,100,0.004,0.001,0.1,12000,50000,,,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-639.3846153846154,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385
315,50,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-562.4615384615385,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385
323,250,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-254.76923076923072,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385
327,25,13000000000,2,5,100,0.004,0.001,0.1,12000,50000,,,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-600.9230769230769,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385
324,275,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-216.30769230769226,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,280.0,1.5384615384615385
294,175,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-370.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385
295,200,13000000000,2,5,100,0.004,0.001,0.1,12000,36000,,,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-331.6923076923076,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385
330,100,13000000000,2,5,100,0.004,0.001,0.1,12000,50000,,,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-485.5384615384615,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,10.769230769230802,1.5384615384615385
325,300,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-177.8461538461538,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385
328,50,13000000000,2,5,100,0.004,0.001,0.1,12000,50000,,,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-562.4615384615385,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385
336,250,13000000000,2,5,100,0.004,0.001,0.1,12000,50000,,,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-254.76923076923072,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385
319,150,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-408.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,87.69230769230771,1.5384615384615385
333,175,13000000000,2,5,100,0.004,0.001,0.1,12000,50000,,,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-370.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,126.15384615384616,1.5384615384615385
331,125,13000000000,2,5,100,0.004,0.001,0.1,12000,50000,,,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-447.07692307692304,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385
329,75,13000000000,2,5,100,0.004,0.001,0.1,12000,50000,,,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-524.0,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-27.69230769230768,1.5384615384615385
302,50,13000000000,2,5,100,0.004,0.001,0.1,12000,40000,,,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-562.4615384615385,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385
322,225,13000000000,2,5,100,0.004,0.001,0.1,12000,45000,,,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-293.23076923076917,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,203.07692307692312,1.5384615384615385
338,300,13000000000,2,5,100,0.004,0.001,0.1,12000,50000,,,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-177.8461538461538,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,318.46153846153845,1.5384615384615385
340,25,13000000000,2,5,100,0.004,0.001,0.1,12000,60000,,,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-600.9230769230769,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-104.6153846153846,1.5384615384615385
344,125,13000000000,2,5,100,0.004,0.001,0.1,12000,60000,,,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-447.07692307692304,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,49.230769230769255,1.5384615384615385
339,0,13000000000,2,5,100,0.004,0.001,0.1,12000,60000,,,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-639.3846153846154,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-143.07692307692307,1.5384615384615385
341,50,13000000000,2,5,100,0.004,0.001,0.1,12000,60000,,,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-562.4615384615385,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,-66.15384615384613,1.5384615384615385
347,200,13000000000,2,5,100,0.004,0.001,0.1,12000,60000,,,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-331.6923076923076,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,164.61538461538467,1.5384615384615385
349,250,13000000000,2,5,100,0.004,0.001,0.1,12000,60000,,,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,639.3846153846154,624.0,15.384615384615385,-254.76923076923072,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385,143.07692307692307,140.0,3.076923076923077,241.53846153846158,1.5384615384615385
